# concept_id	english_anchor	gloss
c9292	guile	noun
c9293	guile	verb
c9294	layoff	noun
c9295	overall	adv
c9296	overall	noun
c9297	overalls	noun
c9298	overbearing	adj
c9299	sabotage	noun
c9300	sabotage	verb
c9301	saboteur	noun
c9302	vandalism	noun
c9303	vandal	noun
c9304	varmint	noun
c9305	vermin	noun
c9306	callus	noun
c9307	callus	verb
c9308	vellum	noun
c9309	velcro	
c9310	velcro	verb
c9311	world war i	
c9312	cotton wool	noun
c9313	eutectic	adj
c9314	eutectic	noun
c9315	african	adj
c9316	african	noun
c9317	aft	noun
c9318	aft	adv
c9319	afternoon	noun
c9320	afterthought	noun
c9321	afterwards	adv
c9322	agape	adj
c9323	agape	noun
c9324	agate	noun
c9325	so-so	adj
c9326	so-so	adv
c9327	aged	adj
c9328	jumpy	adj
c9329	joker	noun
c9330	keepsake	noun
c9331	deluxe	adj
c9332	luxurious	adj
c9333	luxury	noun
c9334	luxury	adj
c9335	agency	noun
c9336	cadaver	noun
c9337	agenda	noun
c9338	agent	noun
c9339	middle ages	
c9340	aggravate	verb
c9341	aggressive	adj
c9342	aggressively	adv
c9343	aghast	adj
c9344	agile	adj
c9345	agility	noun
c9346	agitated	verb
c9347	agitate	verb
c9348	agitation	noun
c9349	ago	
c9350	agony	noun
c9351	agonizing	adj
c9352	agonize	verb
c9353	allegro	noun
c9354	allegro	adv
c9355	allegro	adj
c9356	register	noun
c9357	register	verb
c9358	agree	verb
c9359	agreed	adj
c9360	agreeable	adj
c9361	agricultural	adj
c9362	ague	noun
c9363	ahead	adv
c9364	aid	noun
c9365	aid	verb
c9366	aim	noun
c9367	duration	noun
c9368	aimless	adj
c9369	rhythm	noun
c9370	air gun	noun
c9371	airy	adj
c9372	ajar	adv
c9373	ajar	adj
c9374	akimbo	adj
c9375	akimbo	adv
c9376	akin	adj
c9377	alarm	noun
c9378	alarm	verb
c9379	wisdom	noun
c9380	feceate	verb
c9381	sham	adj
c9382	sham	noun
c9383	sham	verb
c9384	chord	noun
c9385	interval	noun
c9386	dyad	noun
c9387	gesticulate	verb
c9388	cuticle	noun
c9389	instant coffee	noun
c9390	monk	noun
c9391	nun	noun
c9392	nunnery	noun
c9393	monasticism	noun
c9394	bumblebee	noun
c9395	ale	noun
c9396	alertness	noun
c9397	alewife	noun
c9398	alexandrian	adj
c9399	alexandrian	noun
c9400	alias	adv
c9401	alias	noun
c9402	alibi	noun
c9403	alight	verb
c9404	alight	adj
c9405	alike	adj
c9406	alike	adv
c9407	alive	adj
c9408	alkali	noun
c9409	alkaloid	noun
c9410	allay	verb
c9411	alliance	noun
c9412	allied	adj
c9413	ally	verb
c9414	ally	noun
c9415	allotment	noun
c9416	allot	verb
c9417	allow	verb
c9418	allowance	noun
c9419	allude	verb
c9420	allure	verb
c9421	allusion	noun
c9422	almighty	adj
c9423	almoner	noun
c9424	beekeeper	noun
c9425	meerkat	noun
c9426	silly goose	noun
c9427	wild-goose chase	noun
c9428	goose-step	noun
c9429	goose-step	verb
c9430	chip	noun
c9431	chip	verb
c9432	alone	adj
c9433	alone	adv
c9434	along	
c9435	along	adv
c9436	alongside	adv
c9437	alongside	
c9438	aloof	adv
c9439	aloof	adj
c9440	aloud	adv
c9441	alpine	adj
c9442	alpine	noun
c9443	already	adv
c9444	alienist	noun
c9445	alteration	noun
c9446	ghostwriter	noun
c9447	gnome	noun
c9448	gnomon	noun
c9449	alterative	adj
c9450	altercation	noun
c9451	alternate	adj
c9452	alternate	noun
c9453	alternate	verb
c9454	alternately	adv
c9455	alternation	noun
c9456	always	adv
c9457	superficial	adj
c9458	sundial	noun
c9459	pointer	noun
c9460	tucson	
c9461	cacophony	noun
c9462	migratory	adj
c9463	migrate	verb
c9464	migration	noun
c9465	minivet	noun
c9466	valuable	adj
c9467	valuable	noun
c9468	dial	noun
c9469	dial	verb
c9470	shark	noun
c9471	whale	noun
c9472	raison d'être	noun
c9473	glutton	noun
c9474	teresa	
c9475	fine-structure constant	noun
c9476	amass	verb
c9477	amateur	noun
c9478	amateur	adj
c9479	amazement	noun
c9480	amazingly	adv
c9481	ambassador	noun
c9482	ambassadorial	adj
c9483	ambition	noun
c9484	ambitious	adj
c9485	ambuscade	noun
c9486	ambuscade	verb
c9487	blog	noun
c9488	blog	verb
c9489	exclude	verb
c9490	expel	verb
c9491	impel	verb
c9492	asturian	adj
c9493	asturian	noun
c9494	aymara	noun
c9495	blackfoot	noun
c9496	knot	noun
c9497	knot	verb
c9498	fussy	adj
c9499	bother	verb
c9500	bother	noun
c9501	annoy	verb
c9502	annoy	noun
c9503	extensive	adj
c9504	intensive	adj
c9505	intent	noun
c9506	intent	adj
c9507	breadth	noun
c9508	width	noun
c9509	height	noun
c9510	snack	noun
c9511	snack	verb
c9512	public	adj
c9513	public	noun
c9514	private	adj
c9515	private	noun
c9516	stuff	noun
c9517	stuff	verb
c9518	stuffing	noun
c9519	hardy	adj
c9520	skinny	adj
c9521	skinny	noun
c9522	oneirology	noun
c9523	oneirologist	noun
c9524	red herring	noun
c9525	horology	noun
c9526	horologist	noun
c9527	diversion	noun
c9528	ratshit	noun
c9529	zoosemiotics	noun
c9530	semiotics	noun
c9531	cold fusion	noun
c9532	ambush	noun
c9533	ambush	verb
c9534	amen	verb
c9535	amendment	noun
c9536	amends	noun
c9537	amiability	noun
c9538	amiable	adj
c9539	amiss	adj
c9540	ammonia	noun
c9541	ammunition	noun
c9542	amnesty	noun
c9543	amnesty	verb
c9544	ample	adj
c9545	amplify	verb
c9546	amply	adv
c9547	amuse	verb
c9548	amyl	noun
c9549	amyl	adj
c9550	anemic	adj
c9551	analogous	adj
c9552	analytically	adv
c9553	analyze	verb
c9554	anarchist	noun
c9555	anatomical	adj
c9556	anatomy	noun
c9557	wallpaper	noun
c9558	wallpaper	verb
c9559	cursor	noun
c9560	crocodile tear	noun
c9561	rip	verb
c9562	tilde	noun
c9563	smorgasbord	noun
c9564	buffet	noun
c9565	influenza	noun
c9566	miraculous	adj
c9567	miracle	noun
c9568	corpse	noun
c9569	dung	noun
c9570	dung	verb
c9571	phantasmophobia	noun
c9572	clairvoyant	adj
c9573	clairvoyant	noun
c9574	apian	adj
c9575	treble	noun
c9576	treble	verb
c9577	cattleman	noun
c9578	boar	noun
c9579	rival	noun
c9580	rival	verb
c9581	guide	noun
c9582	guide	verb
c9583	trench	noun
c9584	ditch	noun
c9585	ditch	verb
c9586	discard	verb
c9587	discord	noun
c9588	discordant	adj
c9589	love child	noun
c9590	depict	verb
c9591	trace	noun
c9592	trace	verb
c9593	sketch	noun
c9594	sketchbook	noun
c9595	sketchy	adj
c9596	toadstool	noun
c9597	rubber	noun
c9598	rubber	adj
c9599	herpetologist	noun
c9600	gene	noun
c9601	philately	noun
c9602	numismatics	noun
c9603	numismatist	noun
c9604	inuktitut	
c9605	katakana	noun
c9606	kongo	noun
c9607	outstanding	adj
c9608	lombard	noun
c9609	luganda	
c9610	inherit	verb
c9611	panoramic	adj
c9612	malay	adj
c9613	malay	noun
c9614	magnificent	adj
c9615	readable	adj
c9616	invent	verb
c9617	vary	verb
c9618	variable	adj
c9619	variable	noun
c9620	candle	noun
c9621	candlepower	noun
c9622	candelabrum	noun
c9623	chandelier	noun
c9624	drought	noun
c9625	demon	noun
c9626	manx	adj
c9627	manx	noun
c9628	maya	noun
c9629	papiamento	
c9630	pidgin	noun
c9631	heretic	noun
c9632	carillon	noun
c9633	mohican	
c9634	mohican	noun
c9635	heretical	adj
c9636	unorthodox	adj
c9637	brand new	adj
c9638	orthodox	adj
c9639	conventional	adj
c9640	convention	noun
c9641	ancient	adj
c9642	chap	noun
c9643	chap	verb
c9644	giddyup	
c9645	film	noun
c9646	film	verb
c9647	kaki	noun
c9648	romansch	
c9649	scottish	adj
c9650	scottish	noun
c9651	stodge	noun
c9652	stodgy	adj
c9653	fun	noun
c9654	fun	adj
c9655	fun	verb
c9656	ancestor	noun
c9657	serbo-croatian	
c9658	serbo-croatian	adj
c9659	sotho	
c9660	tahitian	noun
c9661	tahitian	adj
c9662	tswana	noun
c9663	xhosa	noun
c9664	yucatec	noun
c9665	cassation	noun
c9666	outside	noun
c9667	outside	adj
c9668	outside	adv
c9669	outside	
c9670	inside	noun
c9671	inside	adj
c9672	inside	adv
c9673	inside	
c9674	yin	noun
c9675	yang	noun
c9676	yin-yang	noun
c9677	attic	noun
c9678	flash point	noun
c9679	choice	noun
c9680	choice	adj
c9681	flamenco	noun
c9682	tow	verb
c9683	tow	noun
c9684	tow truck	noun
c9685	brilliant	adj
c9686	brilliant	noun
c9687	ugly	adj
c9688	ugly	noun
c9689	pity	noun
c9690	rigid	adj
c9691	ancestral	adj
c9692	ancestry	noun
c9693	ankle	noun
c9694	andaman islands	
c9695	angelic	adj
c9696	anger	noun
c9697	anger	verb
c9698	anglia	
c9699	redemption	noun
c9700	tuning fork	noun
c9701	multilingual	adj
c9702	aquarius	
c9703	aquarius	noun
c9704	scorpio	
c9705	scorpio	noun
c9706	steer	verb
c9707	steer	noun
c9708	yard	noun
c9709	infant	noun
c9710	toddler	noun
c9711	teenager	noun
c9712	genotype	noun
c9713	phenotype	noun
c9714	leaf-storm	noun
c9715	enemy	noun
c9716	archenemy	noun
c9717	torch	noun
c9718	torch	verb
c9719	allele	noun
c9720	homozygous	adj
c9721	heterozygous	adj
c9722	junk	noun
c9723	junk	verb
c9724	angrily	adv
c9725	anguish	noun
c9726	anguish	verb
c9727	angular	adj
c9728	animated	adj
c9729	animation	noun
c9730	animosity	noun
c9731	aniseed	noun
c9732	annals	noun
c9733	annihilation	noun
c9734	announce	verb
c9735	vacillate	verb
c9736	announcement	noun
c9737	annoying	adj
c9738	annoyance	noun
c9739	anoint	verb
c9740	sessile	adj
c9741	anon	adv
c9742	anon	noun
c9743	another	
c9744	answerable	adj
c9745	antagonistic	adj
c9746	ante	verb
c9747	anthropologist	noun
c9748	anticipate	verb
c9749	antic	adj
c9750	antic	noun
c9751	antic	verb
c9752	antidote	noun
c9753	antimacassar	noun
c9754	antipathy	noun
c9755	antiquarian	adj
c9756	antiquarian	noun
c9757	antiquity	noun
c9758	anxiety	noun
c9759	anxious	adj
c9760	anxiously	adv
c9761	anybody	
c9762	anyhow	adj
c9763	anyone	
c9764	anything	
c9765	anything	noun
c9766	anyway	adv
c9767	anywhere	adv
c9768	aortic	adj
c9769	anthropology	noun
c9770	apache	
c9771	apache	noun
c9772	apart	adv
c9773	apartment	noun
c9774	apathetic	adj
c9775	aperture	noun
c9776	apiece	adv
c9777	apocrypha	noun
c9778	fraternize	verb
c9779	fraternal	adj
c9780	fraternity	noun
c9781	crumb	noun
c9782	crumb	verb
c9783	impress	verb
c9784	impress	noun
c9785	happy easter	
c9786	asymmetric	adj
c9787	symmetry	noun
c9788	supplementary angles	noun
c9789	complementary angles	noun
c9790	vertex	noun
c9791	edge	noun
c9792	homophonous	adj
c9793	anglican	adj
c9794	anglican	noun
c9795	gateau	noun
c9796	anglicise	verb
c9797	leaven	noun
c9798	leaven	verb
c9799	uracil	noun
c9800	adenine	noun
c9801	thymine	noun
c9802	cytosine	noun
c9803	guanine	noun
c9804	regicide	noun
c9805	suicide	noun
c9806	infanticide	noun
c9807	tone	noun
c9808	muscle	noun
c9809	mussel	noun
c9810	niche	noun
c9811	niche	adj
c9812	agnostic	adj
c9813	agnostic	noun
c9814	mellifluous	adj
c9815	dulcet	adj
c9816	dulcimer	noun
c9817	goalkeeper	noun
c9818	-ie	
c9819	-y	
c9820	antiquated	adj
c9821	zither	noun
c9822	luxuriant	adj
c9823	ornamental	adj
c9824	ornamental	noun
c9825	ornament	noun
c9826	ornament	verb
c9827	cymbal	noun
c9828	step	noun
c9829	step	verb
c9830	steppe	noun
c9831	cultural wealth	noun
c9832	adulterous	adj
c9833	large	adj
c9834	ski	noun
c9835	ski	verb
c9836	carrot	noun
c9837	bootstrap	noun
c9838	bootstrap	verb
c9839	strap	noun
c9840	strap	verb
c9841	tension	noun
c9842	tension	verb
c9843	move	verb
c9844	move	noun
c9845	dune	noun
c9846	pharaoh	noun
c9847	graphic	adj
c9848	graphic	noun
c9849	roof	noun
c9850	roof	verb
c9851	ceiling	noun
c9852	rauma	
c9853	nordic countries	noun
c9854	constructivist	adj
c9855	interstitial	adj
c9856	interstitial	noun
c9857	gland	noun
c9858	piste	noun
c9859	oven	noun
c9860	hobbit	noun
c9861	deception	noun
c9862	fee	noun
c9863	anosmia	noun
c9864	anosmic	adj
c9865	convulsion	noun
c9866	manage	verb
c9867	manager	noun
c9868	healthy	adj
c9869	trichotillomania	noun
c9870	copious	adj
c9871	cornucopia	noun
c9872	plenty	noun
c9873	plenty	adv
c9874	membership	noun
c9875	member	noun
c9876	functional	adj
c9877	functional	noun
c9878	dysfunctional	adj
c9879	tri-	
c9880	catamaran	noun
c9881	trimaran	noun
c9882	agent noun	noun
c9883	sneer	verb
c9884	sneer	noun
c9885	taunt	verb
c9886	taunt	noun
c9887	scold	noun
c9888	scold	verb
c9889	åland	
c9890	enthusiasm	noun
c9891	use	noun
c9892	use	verb
c9893	clog	noun
c9894	clog	verb
c9895	chopstick	noun
c9896	snot	noun
c9897	snot	verb
c9898	discussion	noun
c9899	bastard	noun
c9900	bastard	adj
c9901	adduct	noun
c9902	drain	noun
c9903	drain	verb
c9904	driving	adj
c9905	driving	noun
c9906	initialism	noun
c9907	programming language	noun
c9908	splash screen	noun
c9909	calculate	verb
c9910	follow	verb
c9911	cabbage	noun
c9912	cucumber	noun
c9913	parsnip	noun
c9914	crt	noun
c9915	cpu	noun
c9916	gps	noun
c9917	unesco	
c9918	ups	noun
c9919	vhs	noun
c9920	wc	noun
c9921	celt	noun
c9922	celtic	
c9923	celtic	adj
c9924	gulag	noun
c9925	baseball	noun
c9926	inning	noun
c9927	softball	noun
c9928	metric ton	noun
c9929	syncopation	noun
c9930	stochastic	adj
c9931	sesquipedalian	noun
c9932	sesquipedalian	adj
c9933	pileus	noun
c9934	stipe	noun
c9935	binary	adj
c9936	binary	noun
c9937	411	
c9938	so far	adv
c9939	kilo-	
c9940	mega-	
c9941	anthropomorphic	adj
c9942	arminian	noun
c9943	arminian	adj
c9944	elastic	adj
c9945	elastic	noun
c9946	tee	noun
c9947	apologetic	adj
c9948	apologize	verb
c9949	apoplexy	noun
c9950	apostolic	adj
c9951	appall	verb
c9952	appalling	adj
c9953	apparel	noun
c9954	apparel	verb
c9955	apparent	adj
c9956	apparently	adv
c9957	apparition	noun
c9958	appeal	noun
c9959	appeal	verb
c9960	hospitalize	verb
c9961	urinal	noun
c9962	urinary	adj
c9963	equal	adj
c9964	equal	verb
c9965	equal	noun
c9966	even	adj
c9967	even	verb
c9968	even	adv
c9969	even	noun
c9970	nerf	verb
c9971	asshole	noun
c9972	anus	noun
c9973	ever	adv
c9974	every	
c9975	every other	adj
c9976	exchange	noun
c9977	exchange	verb
c9978	prescriptive	adj
c9979	descriptive	adj
c9980	describe	verb
c9981	expansion	noun
c9982	description	noun
c9983	expand	verb
c9984	expert	adj
c9985	pong	noun
c9986	uterine	adj
c9987	grab	verb
c9988	grab	noun
c9989	snatch	verb
c9990	snatch	noun
c9991	every second	adj
c9992	elasticated	adj
c9993	sindonology	noun
c9994	jabot	noun
c9995	micro-	
c9996	hostel	noun
c9997	pico-	
c9998	-illion	
c9999	centurion	noun
c10000	regulation	noun
c10001	awol	adj
c10002	awol	noun
c10003	marine corps	noun
c10004	naval infantry	noun
c10005	homosexuality	noun
c10006	bi-	
c10007	heterosexuality	noun
c10008	bisexuality	noun
c10009	lesbianism	noun
c10010	sexual orientation	noun
c10011	bisexual	adj
c10012	bisexual	noun
c10013	pleonasm	noun
c10014	out of	
c10015	out-	
c10016	politburo	noun
c10017	commodore	noun
c10018	captain	noun
c10019	captain	verb
c10020	lieutenant	noun
c10021	lieutenant	adj
c10022	ensign	noun
c10023	cavalry	noun
c10024	appear	verb
c10025	septum	noun
c10026	reduce	verb
c10027	alumna	noun
c10028	appearance	noun
c10029	append	verb
c10030	appertain	verb
c10031	appetite	noun
c10032	applicant	noun
c10033	oat	noun
c10034	photo	verb
c10035	phytoplankton	noun
c10036	insecticidal	adj
c10037	herbicidal	adj
c10038	fungicidal	adj
c10039	naval	adj
c10040	insecticide	noun
c10041	herbicide	noun
c10042	fungicide	noun
c10043	zooplankton	noun
c10044	expensive	adj
c10045	chew	verb
c10046	chewing gum	noun
c10047	gum	noun
c10048	lieutenant junior grade	noun
c10049	remainder	noun
c10050	remainder	verb
c10051	bubbly	adj
c10052	evenly	adv
c10053	microwave oven	noun
c10054	microwave	noun
c10055	microwave	verb
c10056	ennea-	
c10057	nona-	
c10058	lieutenant commander	noun
c10059	commander	noun
c10060	glass ceiling	noun
c10061	episcopal	adj
c10062	take french leave	verb
c10063	dessert	noun
c10064	starboard	noun
c10065	starboard	verb
c10066	disallow	verb
c10067	imperial	adj
c10068	plethora	noun
c10069	pole position	noun
c10070	qualification	noun
c10071	greens	noun
c10072	green party	noun
c10073	jetsam	noun
c10074	flotsam and jetsam	noun
c10075	ablutophobia	noun
c10076	bacillophobia	noun
c10077	celery	noun
c10078	chaubunagungamaug	
c10079	old money	noun
c10080	irritable bowel syndrome	noun
c10081	hesitate	verb
c10082	waver	verb
c10083	falter	noun
c10084	falter	verb
c10085	totter	verb
c10086	totter	noun
c10087	crescent	noun
c10088	crescent	adj
c10089	bicephalous	adj
c10090	fertile crescent	
c10091	stammer	verb
c10092	meaning	noun
c10093	average	noun
c10094	average	adj
c10095	fluent	adj
c10096	arithmetic mean	noun
c10097	geometric mean	noun
c10098	median	noun
c10099	median	adj
c10100	good friday	noun
c10101	crucify	verb
c10102	crucifixion	noun
c10103	crucifix	noun
c10104	meme	noun
c10105	shilling	noun
c10106	bob	verb
c10107	bob	noun
c10108	crag	noun
c10109	easter sunday	
c10110	resurrection	noun
c10111	jesus christ	
c10112	jesus christ	noun
c10113	pendant	noun
c10114	pennant	noun
c10115	antitype	noun
c10116	typewriter	noun
c10117	printer	noun
c10118	duct tape	noun
c10119	duct tape	verb
c10120	possibly	adv
c10121	possible	adj
c10122	propeller	noun
c10123	mighty	adj
c10124	thatcherism	
c10125	thatcherite	noun
c10126	bloody	adj
c10127	bloody	adv
c10128	bloody	verb
c10129	deep vein thrombosis	noun
c10130	bank holiday	noun
c10131	thrombosis	noun
c10132	thrombus	noun
c10133	holiday	noun
c10134	holiday	verb
c10135	execution	noun
c10136	executioner	noun
c10137	executor	noun
c10138	wren	noun
c10139	over	adj
c10140	over	adv
c10141	over	
c10142	under	
c10143	oath	noun
c10144	oath	verb
c10145	botany	noun
c10146	leafy	adj
c10147	diluvial	adj
c10148	antediluvian	adj
c10149	ante-	
c10150	anti-	
c10151	deluge	noun
c10152	deluge	verb
c10153	antebellum	adj
c10154	cliff	noun
c10155	precipice	noun
c10156	confused	adj
c10157	confuse	verb
c10158	from scratch	
c10159	confusing	adj
c10160	caviar	noun
c10161	roe	noun
c10162	sturgeon	noun
c10163	delicacy	noun
c10164	uni	noun
c10165	grime	noun
c10166	passive	adj
c10167	passive	noun
c10168	versatile	adj
c10169	adonis	
c10170	adonis	noun
c10171	algolagnia	noun
c10172	sadomasochism	noun
c10173	sadomasochist	noun
c10174	sadomasochistic	adj
c10175	ambidextrous	adj
c10176	ambi-	
c10177	bloemfontein	
c10178	vaginal sex	noun
c10179	penetration	noun
c10180	sadism	noun
c10181	masochism	noun
c10182	whine	noun
c10183	whine	verb
c10184	megagram	noun
c10185	hectogram	noun
c10186	microgram	noun
c10187	femtogram	noun
c10188	attogram	noun
c10189	beseech	verb
c10190	eggar	noun
c10191	engels	
c10192	bier	noun
c10193	hat	noun
c10194	sad	adj
c10195	nap	verb
c10196	nap	noun
c10197	dangerous	adj
c10198	inversion	noun
c10199	serial	adj
c10200	serial	noun
c10201	-ous	
c10202	transposition	noun
c10203	-one	
c10204	square root	noun
c10205	cube root	noun
c10206	roots	noun
c10207	root for	verb
c10208	take root	verb
c10209	complex conjugate	noun
c10210	conjugate	verb
c10211	conjugate	noun
c10212	complex number	noun
c10213	imaginary number	noun
c10214	imaginary part	noun
c10215	real part	noun
c10216	conjugation	noun
c10217	declination	noun
c10218	pedestrian crossing	noun
c10219	pedestrian	adj
c10220	pedestrian	noun
c10221	soup	noun
c10222	broth	noun
c10223	gravy	noun
c10224	real number	noun
c10225	real numbers	noun
c10226	surreal	adj
c10227	monoid	noun
c10228	identity	noun
c10229	additive identity	noun
c10230	multiplicative identity	noun
c10231	octahedron	noun
c10232	inverse	adj
c10233	platonic solid	noun
c10234	glider	noun
c10235	adhd	verb
c10236	rna	noun
c10237	lsd	noun
c10238	mri	noun
c10239	redhead	noun
c10240	redheaded	adj
c10241	holy grail	
c10242	holy grail	noun
c10243	danube	
c10244	bratislava	
c10245	dragon boat	noun
c10246	submarine	noun
c10247	alluvial fan	noun
c10248	rapid eye movement	noun
c10249	rem sleep	noun
c10250	moxie	noun
c10251	dumb down	verb
c10252	pest	noun
c10253	pesticide	noun
c10254	germ	noun
c10255	germicide	noun
c10256	sperm	noun
c10257	spermicide	noun
c10258	demi-	
c10259	hemi-	
c10260	semi-	
c10261	hexa-	
c10262	mono-	
c10263	uni-	
c10264	duo-	
c10265	minim	noun
c10266	crotchet	noun
c10267	semibreve	noun
c10268	semiquaver	noun
c10269	demisemiquaver	noun
c10270	hemidemisemiquaver	noun
c10271	tetra-	
c10272	trigon	noun
c10273	poly-	
c10274	multi-	
c10275	cacao	noun
c10276	case sensitive	adj
c10277	case insensitive	adj
c10278	small caps	noun
c10279	fiat	noun
c10280	circum-	
c10281	pit stop	noun
c10282	freckle	noun
c10283	freckle	verb
c10284	freckled	adj
c10285	period	noun
c10286	period	adj
c10287	plus sign	noun
c10288	minus sign	noun
c10289	greater than	noun
c10290	less than	noun
c10291	coma	noun
c10292	george	noun
c10293	essay	noun
c10294	narrative	adj
c10295	narrative	noun
c10296	semitic	adj
c10297	rhyme	noun
c10298	rhyme	verb
c10299	rime	noun
c10300	coda	noun
c10301	nor	
c10302	single	adj
c10303	single	noun
c10304	wank	verb
c10305	wank	noun
c10306	only	adj
c10307	only	adv
c10308	only	
c10309	lone	adj
c10310	multiplication sign	noun
c10311	division sign	noun
c10312	theme	noun
c10313	notable	adj
c10314	notable	noun
c10315	queue	noun
c10316	queue	verb
c10317	xor	noun
c10318	hail	verb
c10319	sleet	noun
c10320	sleet	verb
c10321	first person	noun
c10322	second person	noun
c10323	rusty	adj
c10324	third person	noun
c10325	first-person singular	noun
c10326	second-person plural	noun
c10327	freezing rain	noun
c10328	shepherd	noun
c10329	shepherd	verb
c10330	accretion disk	noun
c10331	panic	noun
c10332	panic	verb
c10333	author	noun
c10334	author	verb
c10335	t-shirt	noun
c10336	sunstroke	noun
c10337	skirt chaser	noun
c10338	arcade	noun
c10339	application	noun
c10340	apply	verb
c10341	appoint	verb
c10342	appointment	noun
c10343	fairy tale	noun
c10344	warlock	noun
c10345	teapot	noun
c10346	thomas	noun
c10347	whatchamacallit	noun
c10348	joseph	
c10349	joe	
c10350	joe	noun
c10351	waiter	noun
c10352	waitress	noun
c10353	inebriation	noun
c10354	drunkenness	noun
c10355	parameter	noun
c10356	tier	noun
c10357	random number	noun
c10358	capacitor	noun
c10359	-ish	
c10360	ish	adv
c10361	-itis	
c10362	tele-	
c10363	thermo-	
c10364	xylo-	
c10365	-ase	
c10366	-gon	
c10367	-hedron	
c10368	andro-	
c10369	resist	verb
c10370	resist	noun
c10371	re-	
c10372	-ology	
c10373	-phobia	
c10374	-phobe	
c10375	-phobic	
c10376	bio-	
c10377	penta-	
c10378	hepta-	
c10379	quadri-	
c10380	mucus	noun
c10381	-logist	
c10382	lord	noun
c10383	lord	verb
c10384	orb	noun
c10385	ani	noun
c10386	apportion	verb
c10387	appreciable	adj
c10388	appreciate	verb
c10389	appreciation	noun
c10390	stainless steel	noun
c10391	ciao	
c10392	cheers	noun
c10393	cheer	noun
c10394	cheer	verb
c10395	health	noun
c10396	toast	noun
c10397	toast	verb
c10398	bottom	noun
c10399	bum	noun
c10400	bum	verb
c10401	bum	adj
c10402	quidditch	noun
c10403	you-know-who	
c10404	alcohol	noun
c10405	fluffy	adj
c10406	constellation	noun
c10407	smitten	adj
c10408	tattoo	noun
c10409	tattoo	verb
c10410	hectare	noun
c10411	millibar	noun
c10412	fall asleep	verb
c10413	fall ill	verb
c10414	fall in love	verb
c10415	fall pregnant	verb
c10416	counter-	
c10417	cyber-	
c10418	extra-	
c10419	package	noun
c10420	package	verb
c10421	hetero-	
c10422	homo-	
c10423	kidney stone	noun
c10424	hobo	noun
c10425	vagabond	noun
c10426	vagabond	verb
c10427	arrive	verb
c10428	arrival	noun
c10429	departure	noun
c10430	depart	verb
c10431	taxation	noun
c10432	ironing	noun
c10433	perfect number	noun
c10434	long-winded	adj
c10435	deficient number	noun
c10436	psychologist	noun
c10437	shithouse	noun
c10438	furlong	noun
c10439	quart	noun
c10440	inductor	noun
c10441	component	noun
c10442	ice cube	noun
c10443	hydraulics	noun
c10444	distant	adj
c10445	heterogeneous	adj
c10446	sailboat	noun
c10447	nous	noun
c10448	defective	adj
c10449	defect	noun
c10450	defect	verb
c10451	combine	noun
c10452	combination	noun
c10453	foreigner	noun
c10454	crepe	noun
c10455	puzzle	noun
c10456	puzzle	verb
c10457	chapter	noun
c10458	astronomical unit	noun
c10459	boob job	noun
c10460	kick ass	verb
c10461	leg it	verb
c10462	work out	verb
c10463	junction	noun
c10464	psychology	noun
c10465	pap	noun
c10466	correction	noun
c10467	baptism	noun
c10468	over there	adv
c10469	as well as	
c10470	over here	adv
c10471	fortnightly	adj
c10472	fortnightly	adv
c10473	fortnightly	noun
c10474	sock	noun
c10475	atomic	adj
c10476	spoon	verb
c10477	piss	noun
c10478	xylographer	noun
c10479	xylographic	adj
c10480	xylose	noun
c10481	xenophobia	noun
c10482	xenophobic	adj
c10483	xavier	
c10484	xanthippe	noun
c10485	tablespoon	noun
c10486	teaspoon	noun
c10487	puppet	noun
c10488	ladle	noun
c10489	ladle	verb
c10490	silverware	noun
c10491	cutlery	noun
c10492	racist	noun
c10493	racist	adj
c10494	racism	noun
c10495	hooker	noun
c10496	blossom	noun
c10497	blossom	verb
c10498	spinach	noun
c10499	shah	noun
c10500	stage	noun
c10501	stage	verb
c10502	chessboard	noun
c10503	wheel of fortune	
c10504	prop	noun
c10505	prop	verb
c10506	game show	noun
c10507	megasecond	noun
c10508	decisecond	noun
c10509	centisecond	noun
c10510	microsecond	noun
c10511	femtosecond	noun
c10512	attosecond	noun
c10513	provost	noun
c10514	tenure	noun
c10515	coach	noun
c10516	coach	verb
c10517	trainer	noun
c10518	runner	noun
c10519	aargau	
c10520	appenzell inner rhodes	
c10521	appenzell outer rhodes	
c10522	canton	noun
c10523	basel-stadt	
c10524	basel-landschaft	
c10525	bern	
c10526	fribourg	
c10527	geneva	
c10528	middle	noun
c10529	middle	adj
c10530	manufacturer	noun
c10531	hoe	noun
c10532	hoe	verb
c10533	shovel	noun
c10534	shovel	verb
c10535	adze	noun
c10536	adze	verb
c10537	mattock	noun
c10538	uranus	
c10539	neptune	
c10540	pluto	
c10541	crowbar	noun
c10542	yankee	noun
c10543	hunter	noun
c10544	carpet	noun
c10545	carpet	verb
c10546	sauerkraut	noun
c10547	librarian	noun
c10548	crown prince	noun
c10549	cowboy	noun
c10550	blue-collar	adj
c10551	expressive	adj
c10552	express	adj
c10553	express	verb
c10554	mesopotamia	
c10555	supercalifragilisticexpialidocious	adj
c10556	kebab	noun
c10557	shawarma	noun
c10558	euphrates	
c10559	tigris	
c10560	new year's day	noun
c10561	happy new year	
c10562	new year	noun
c10563	inkwell	noun
c10564	tutankhamun	
c10565	nearby	adj
