# concept_id	english_anchor	gloss
c31286	deep-freeze	verb
c31287	gestalt	noun
c31288	conjunctiva	noun
c31289	mucous membrane	noun
c31290	serous membrane	noun
c31291	early bird	noun
c31292	mastery	noun
c31293	adolph	
c31294	tipping point	noun
c31295	reversible	adj
c31296	labour party	
c31297	temperamental	adj
c31298	temperament	noun
c31299	pericardium	noun
c31300	endocardium	noun
c31301	sensitivity	noun
c31302	specificity	noun
c31303	bubonic plague	noun
c31304	amianthus	noun
c31305	bidet	noun
c31306	backscratcher	noun
c31307	behaviorism	noun
c31308	overdrive	noun
c31309	keystroke	noun
c31310	pretermit	verb
c31311	parkway	noun
c31312	lined	adj
c31313	suicidology	noun
c31314	missile silo	noun
c31315	misconstrue	verb
c31316	demographer	noun
c31317	demography	noun
c31318	involucre	noun
c31319	buttercup	noun
c31320	perianth	noun
c31321	stipule	noun
c31322	acquirable	adj
c31323	merlon	noun
c31324	embrasure	noun
c31325	bumper crop	noun
c31326	actuate	verb
c31327	gnawer	noun
c31328	alimentary	adj
c31329	alimony	noun
c31330	nothing to write home about	adj
c31331	triticale	noun
c31332	freedom fighter	noun
c31333	spruce up	verb
c31334	bystander	noun
c31335	impressed	adj
c31336	lymphatic	adj
c31337	civil service	noun
c31338	tempestuous	adj
c31339	lymphatic system	noun
c31340	tempt	verb
c31341	temptation	noun
c31342	tempting	adj
c31343	lymph node	noun
c31344	tenable	adj
c31345	luminescent	adj
c31346	militarism	noun
c31347	trypsin	noun
c31348	wolffian duct	noun
c31349	benelux	
c31350	wehrmacht	
c31351	burette	noun
c31352	eye socket	noun
c31353	environ	verb
c31354	environ	noun
c31355	alluvial	adj
c31356	alluvium	noun
c31357	amputate	verb
c31358	eurasia	
c31359	appurtenance	noun
c31360	sahel	
c31361	pinna	noun
c31362	gdr	noun
c31363	tenacious	adj
c31364	tenancy	noun
c31365	tenderhearted	adj
c31366	tenderness	noun
c31367	tenement	noun
c31368	tennis court	noun
c31369	ectoplasm	noun
c31370	granule	noun
c31371	ssr	noun
c31372	pp	noun
c31373	-ation	
c31374	ari	
c31375	craftsman	noun
c31376	craftswoman	noun
c31377	artificer	noun
c31378	lothario	noun
c31379	add-on	noun
c31380	recommendation	noun
c31381	machinery	noun
c31382	seller	noun
c31383	antimitotic	adj
c31384	antimitotic	noun
c31385	mitosis	noun
c31386	rhineland	
c31387	trilobite	noun
c31388	conscription	noun
c31389	erotomania	noun
c31390	earthenware	noun
c31391	potash	noun
c31392	elevenses	noun
c31393	paraplegia	noun
c31394	paraplegic	adj
c31395	paraplegic	noun
c31396	psychiatry	noun
c31397	behavioral	adj
c31398	palynology	noun
c31399	junk dna	noun
c31400	intrauterine	adj
c31401	inoffensive	adj
c31402	hyperventilation	noun
c31403	moose test	noun
c31404	sinusitis	noun
c31405	repulsive	adj
c31406	smoothness	noun
c31407	sumatra	
c31408	sugar beet	noun
c31409	softness	noun
c31410	tomography	noun
c31411	grill	noun
c31412	grill	verb
c31413	interrogate	verb
c31414	monotheistic	adj
c31415	keep one's eyes peeled	verb
c31416	itn	
c31417	electromotive force	noun
c31418	electromotive	adj
c31419	electric current	noun
c31420	direct current	noun
c31421	alternating current	noun
c31422	periodically	adv
c31423	rectifier	noun
c31424	rectify	verb
c31425	electric field	noun
c31426	inductance	noun
c31427	electrochemical	adj
c31428	electrolyte	noun
c31429	ionize	verb
c31430	electric charge	noun
c31431	subatomic particle	noun
c31432	ara	noun
c31433	psychological	adj
c31434	drinking	noun
c31435	collective	adj
c31436	collective	noun
c31437	ampere-turn	noun
c31438	hyperactive	adj
c31439	receptacle	noun
c31440	federalism	noun
c31441	asymptomatic	adj
c31442	asymptomatic	noun
c31443	colloquially	adv
c31444	fallopian tube	noun
c31445	oviduct	noun
c31446	alcaide	noun
c31447	apetalous	adj
c31448	arboretum	noun
c31449	puku	noun
c31450	baby boom	noun
c31451	take out	verb
c31452	troubled	adj
c31453	delighted	adj
c31454	hurtful	adj
c31455	ashamed	adj
c31456	frightened	adj
c31457	crowded	adj
c31458	confined	adj
c31459	calamitous	adj
c31460	arabian	adj
c31461	arabian	noun
c31462	armlet	noun
c31463	hated	adj
c31464	deserted	adj
c31465	disturbed	adj
c31466	startled	adj
c31467	relieved	adj
c31468	cultivated	adj
c31469	locked	adj
c31470	armband	noun
c31471	enable	verb
c31472	air conditioner	noun
c31473	mingle	verb
c31474	astounded	adj
c31475	auctioneer	noun
c31476	auctioneer	verb
c31477	backdrop	noun
c31478	renew	verb
c31479	bawl	verb
c31480	bawl	noun
c31481	beholden	adj
c31482	armful	noun
c31483	bloodlust	noun
c31484	crying	adj
c31485	crying	noun
c31486	bloodthirsty	adj
c31487	bondsman	noun
c31488	borborygmus	noun
c31489	caesar	
c31490	caesar	noun
c31491	intoxicated	adj
c31492	saddle	noun
c31493	saddle	verb
c31494	proceeding	noun
c31495	stately	adj
c31496	stairs	noun
c31497	softly	adv
c31498	quarters	noun
c31499	stair	noun
c31500	distich	noun
c31501	cavatina	noun
c31502	exquisite	adj
c31503	paries	noun
c31504	gelatinous	adj
c31505	firmly	adv
c31506	first and foremost	adv
c31507	go against the grain	verb
c31508	intellectual property	noun
c31509	natural resource	noun
c31510	conifer	noun
c31511	earthshine	noun
c31512	advocacy	noun
c31513	guesswork	noun
c31514	ethologist	noun
c31515	rubbery	adj
c31516	manchineel	noun
c31517	bigotry	noun
c31518	bigot	noun
c31519	radiator	noun
c31520	rakija	noun
c31521	hausa	noun
c31522	tennis player	noun
c31523	tennis elbow	noun
c31524	tennis racket	noun
c31525	surra	noun
c31526	geminate	adj
c31527	geminate	verb
c31528	geminate	noun
c31529	pseudo-anglicism	noun
c31530	frustum	noun
c31531	rasorial	adj
c31532	necromantic	adj
c31533	english channel	
c31534	blockhead	noun
c31535	borer	noun
c31536	borscht	noun
c31537	bothersome	adj
c31538	boyhood	noun
c31539	diarist	noun
c31540	puffery	noun
c31541	mizzle	verb
c31542	mizzle	noun
c31543	horsehair	noun
c31544	embrown	verb
c31545	hardheaded	adj
c31546	philtrum	noun
c31547	systolic	adj
c31548	diastole	noun
c31549	diastolic	adj
c31550	diastolic blood pressure	noun
c31551	systolic blood pressure	noun
c31552	absolute magnitude	noun
c31553	apparent magnitude	noun
c31554	planetary	adj
c31555	epicycle	noun
c31556	planetary gear	noun
c31557	solar day	noun
c31558	mean solar day	noun
c31559	timekeeping	noun
c31560	timekeeper	noun
c31561	apsis	noun
c31562	sich	noun
c31563	kaboom	noun
c31564	proboscis	noun
c31565	plexus	noun
c31566	suicide bomber	noun
c31567	techie	noun
c31568	techno	noun
c31569	techno-	
c31570	ceres	
c31571	itokawa	
c31572	great red spot	
c31573	anticyclonic	adj
c31574	anticyclone	noun
c31575	extort	verb
c31576	monogamous	adj
c31577	torsion	noun
c31578	solar plexus	noun
c31579	homeostasis	noun
c31580	cold-blooded	adj
c31581	empty set	noun
c31582	home computer	noun
c31583	cardinality	noun
c31584	peace and quiet	noun
c31585	cerebrum	noun
c31586	power set	noun
c31587	admissible	adj
c31588	tilt	verb
c31589	tilt	noun
c31590	friseur	noun
c31591	en passant	adv
c31592	en passant	noun
c31593	ligate	verb
c31594	pith helmet	noun
c31595	foolproof	adj
c31596	manta ray	noun
c31597	oriole	noun
c31598	workstation	noun
c31599	utopian	adj
c31600	utopian	noun
c31601	hypoxia	noun
c31602	anoxia	noun
c31603	pathological	adj
c31604	floater	noun
c31605	bank account	noun
c31606	ballet	noun
c31607	sawbuck	noun
c31608	potbelly	noun
c31609	bindle	noun
c31610	grift	verb
c31611	con game	noun
c31612	gumshoe	noun
c31613	under glass	
c31614	take a powder	verb
c31615	stool pigeon	noun
c31616	pearl diver	noun
c31617	dishwasher	noun
c31618	arraign	verb
c31619	headstrong	adj
c31620	grease monkey	noun
c31621	needle in a haystack	noun
c31622	haystack	noun
c31623	overdue	adj
c31624	uncontrollable	adj
c31625	board game	noun
c31626	dumb blonde	noun
c31627	elongated	adj
c31628	mechanize	verb
c31629	spermatozoon	noun
c31630	neuropathy	noun
c31631	neuropathic	adj
c31632	circumvent	verb
c31633	set-theoretic	adj
c31634	null set	noun
c31635	vitreous humour	noun
c31636	euclidean	adj
c31637	non-euclidean	adj
c31638	euclidean geometry	noun
c31639	non-euclidean geometry	noun
c31640	animalcule	noun
c31641	gametocyte	noun
c31642	germ cell	noun
c31643	spermatocyte	noun
c31644	diploid	adj
c31645	particle board	noun
c31646	shaving	noun
c31647	squander	verb
c31648	shard	noun
c31649	shard	verb
c31650	marketplace	noun
c31651	market square	noun
c31652	market day	noun
c31653	haploid	adj
c31654	haploid	noun
c31655	acid test	noun
c31656	proper subset	noun
c31657	venn diagram	noun
c31658	non-empty	adj
c31659	acidophilic	adj
c31660	neurasthenia	noun
c31661	commodity	noun
c31662	daylight	noun
c31663	imitative	adj
c31664	decompression sickness	noun
c31665	crop up	verb
c31666	penalty box	noun
c31667	ransom	verb
c31668	charwoman	noun
c31669	angioedema	noun
c31670	fornicate	verb
c31671	refuge	noun
c31672	safely	adv
c31673	brethren	noun
c31674	simplicity	noun
c31675	earnestly	adv
c31676	procession	noun
c31677	destined	adj
c31678	afula	
c31679	somehow	adv
c31680	bulbous	adj
c31681	futtock	noun
c31682	outfield	noun
c31683	flashing	noun
c31684	outfielder	noun
c31685	infielder	noun
c31686	home run	noun
c31687	purview	noun
c31688	panoply	noun
c31689	touchstone	noun
c31690	croquet	noun
c31691	croquet	verb
c31692	slider	noun
c31693	curveball	noun
c31694	public health	noun
c31695	reckon	verb
c31696	flimsy	adj
c31697	flimsy	noun
c31698	earnest money	noun
c31699	sashay	verb
c31700	noggin	noun
c31701	disjoint	adj
c31702	disjoint	verb
c31703	spinning mule	noun
c31704	spinning jenny	noun
c31705	spinning	noun
c31706	spinning wheel	noun
c31707	cardioid	noun
c31708	limaçon	noun
c31709	footing	noun
c31710	belated	adj
c31711	taskmaster	noun
c31712	anticlimax	noun
c31713	antithesis	noun
c31714	recrudescence	noun
c31715	diaspora	noun
c31716	skittle	noun
c31717	stay behind	verb
c31718	forswear	verb
c31719	silently	adv
c31720	great minds think alike	
c31721	stake out	verb
c31722	cardiomyopathy	noun
c31723	flatcar	noun
c31724	sharpness	noun
c31725	backhoe	noun
c31726	liner	noun
c31727	knuckleball	noun
c31728	sinker	noun
c31729	strike out	verb
c31730	auteur	noun
c31731	catcher	noun
c31732	goofball	noun
c31733	einsteinian	adj
c31734	convenient	adj
c31735	meantime	adv
c31736	expedient	adj
c31737	expedient	noun
c31738	white noise	noun
c31739	pink noise	noun
c31740	dendrite	noun
c31741	nerve cell	noun
c31742	loudly	adv
c31743	nerve impulse	noun
c31744	nervous system	noun
c31745	sari	noun
c31746	netizen	noun
c31747	empathy	noun
c31748	neural network	noun
c31749	rhythm and blues	noun
c31750	asswipe	noun
c31751	dance music	noun
c31752	soul music	noun
c31753	gospel music	noun
c31754	folk music	noun
c31755	spinal cord	noun
c31756	infect	verb
c31757	intimacy	noun
c31758	spinal	adj
c31759	fictitious	adj
c31760	striptease	noun
c31761	striptease	verb
c31762	detector	noun
c31763	headmaster	noun
c31764	enclave	noun
c31765	innocence	noun
c31766	easternmost	adj
c31767	northernmost	adj
c31768	southernmost	adj
c31769	new world order	
c31770	westernmost	adj
c31771	restoration	noun
c31772	malice	noun
c31773	no-fly zone	noun
c31774	infinitesimal calculus	noun
c31775	central nervous system	noun
c31776	derived function	noun
c31777	studious	adj
c31778	opt-out	adj
c31779	opt-out	noun
c31780	arithmetic progression	noun
c31781	emulsion	noun
c31782	orzo	noun
c31783	colloid	noun
c31784	impairment	noun
c31785	brawn	noun
c31786	petiole	noun
c31787	anthroposophy	noun
c31788	hoard	noun
c31789	hoard	verb
c31790	landlord	verb
c31791	chorion	noun
c31792	karst	noun
c31793	shabrack	noun
c31794	grotto	noun
c31795	intravascular	adj
c31796	ef	noun
c31797	titter	verb
c31798	titter	noun
c31799	godforsaken	adj
c31800	wind up	verb
c31801	twisting	adj
c31802	delirium tremens	noun
c31803	buddy	
c31804	coroner	noun
c31805	sneakernet	noun
c31806	sneaker	noun
c31807	buttonhole	noun
c31808	buttonhole	verb
c31809	autonomic	adj
c31810	autonomic nervous system	noun
c31811	peripheral nervous system	noun
c31812	highball	noun
c31813	brain cell	noun
c31814	shanks' pony	noun
c31815	shtup	verb
c31816	bootjack	noun
c31817	kindergarten	noun
c31818	neuralgia	noun
c31819	shakedown	noun
c31820	from the word go	adv
c31821	politically incorrect	adj
c31822	liability insurance	noun
c31823	porphyry	noun
c31824	freshers' week	noun
c31825	blood cell	noun
c31826	anucleate	adj
c31827	platelet	noun
c31828	blue moon	noun
c31829	breaststroke	noun
c31830	breaststroke	verb
c31831	backstroke	noun
c31832	gaelic football	noun
c31833	dog paddle	noun
c31834	swimming pool	noun
c31835	synchronized swimming	noun
c31836	foie gras	noun
c31837	ignosticism	noun
c31838	gauge boson	noun
c31839	w-boson	noun
c31840	z-boson	noun
c31841	ordered pair	noun
c31842	electron neutrino	noun
c31843	elementary particle	noun
c31844	muon neutrino	noun
c31845	blister	noun
c31846	blister	verb
c31847	tau neutrino	noun
c31848	tauon	noun
c31849	kaon	noun
c31850	antiquark	noun
c31851	undirected graph	noun
c31852	directed graph	noun
c31853	directed edge	noun
c31854	up quark	noun
c31855	down quark	noun
c31856	charm quark	noun
c31857	strange quark	noun
c31858	top quark	noun
c31859	bottom quark	noun
c31860	truth quark	noun
c31861	beauty quark	noun
c31862	tweedle-dum	
c31863	tweedle-dee	
c31864	cavalcade	noun
c31865	provocateur	noun
c31866	bilious	adj
c31867	phlogiston	noun
c31868	fruiterer	noun
c31869	dowager	noun
c31870	villous	adj
c31871	iniquity	noun
c31872	microvillus	noun
c31873	stiver	noun
c31874	crystal meth	noun
c31875	methamphetamine	noun
c31876	expeditious	adj
c31877	devanagari	adj
c31878	aghori	noun
c31879	on the lam	adj
c31880	roadblock	noun
c31881	leathery	adj
c31882	clinch	verb
c31883	clinch	noun
c31884	geez	
c31885	bursary	noun
c31886	drown out	verb
c31887	atomic bomb	noun
c31888	nuclear weapon	noun
c31889	nuclear bomb	noun
c31890	umbrella organisation	noun
c31891	court martial	noun
c31892	court martial	verb
c31893	gable	noun
c31894	competitive	adj
c31895	insignia	noun
c31896	ta-da	
c31897	panopticon	noun
c31898	cirrhosis	noun
c31899	antipruritic	noun
c31900	impetigo	noun
c31901	spacewalk	noun
c31902	extravehicular activity	noun
c31903	griffon	noun
c31904	backsplash	noun
c31905	anthrax	noun
c31906	alcoholism	noun
c31907	sagacity	noun
c31908	hold forth	verb
c31909	filler	noun
c31910	resuscitate	verb
c31911	regain	verb
c31912	age of enlightenment	
c31913	holy roman empire	
c31914	unrealistic	adj
c31915	waterline	noun
c31916	squall	verb
c31917	squall	noun
c31918	discontinue	verb
c31919	welfare	noun
c31920	plump	adj
c31921	unpaid	adj
c31922	cleaner	noun
c31923	petrification	noun
c31924	petrified	adj
c31925	publicity	noun
c31926	spore	noun
c31927	petrify	verb
c31928	reborn	adj
c31929	characterize	verb
c31930	spectral	adj
c31931	ghostly	adj
c31932	incestuous	adj
c31933	prism	noun
c31934	filmography	noun
c31935	fervor	noun
c31936	adam's apple	noun
c31937	calcium carbonate	noun
c31938	speechwriter	noun
c31939	lo and behold	
c31940	algophobia	noun
c31941	outsider	noun
c31942	haft	noun
c31943	haft	verb
c31944	infestation	noun
c31945	extremum	noun
c31946	meninx	noun
c31947	frenchman	noun
c31948	frenchwoman	noun
c31949	plimsoll line	noun
c31950	ambush marketing	noun
c31951	proficient	adj
c31952	proficient	noun
c31953	iron lung	noun
c31954	forb	noun
c31955	hegemon	noun
c31956	aar	
c31957	synonymous	adj
c31958	ataxia	noun
c31959	and	noun
c31960	leaning	noun
c31961	bourbon	noun
c31962	stephanie	
c31963	noisome	adj
c31964	politesse	noun
c31965	tub	noun
c31966	antonymous	adj
c31967	tubby	adj
c31968	equivalence relation	noun
c31969	binary relation	noun
c31970	equivalence class	noun
c31971	graph theory	noun
c31972	tent peg	noun
c31973	terrace	noun
c31974	terrace	verb
c31975	terrapin	noun
c31976	north american	adj
c31977	north american	noun
c31978	territorial	adj
c31979	terrorize	verb
c31980	test case	noun
c31981	tester	noun
c31982	testify	verb
c31983	testimonial	noun
c31984	letter opener	noun
c31985	enqueue	verb
c31986	teletubby	noun
c31987	mouse pad	noun
c31988	companion animal	noun
c31989	nictitating membrane	noun
c31990	nictitating	adj
c31991	bullpen	noun
c31992	gamelan	noun
c31993	assonance	noun
c31994	still life	noun
c31995	sweet spot	noun
c31996	mussulman	noun
c31997	modular	adj
c31998	wheelhouse	noun
c31999	heathen	adj
c32000	heathen	noun
c32001	pince-nez	noun
c32002	floating point	adj
c32003	sociable	adj
c32004	resourceful	adj
c32005	nobility	noun
c32006	ingenious	adj
c32007	harlem	
c32008	bronx	
c32009	grandiloquence	noun
c32010	filament	noun
c32011	new york city	
c32012	queens	noun
c32013	enclosed	adj
c32014	megaflop	noun
c32015	intervocalic	adj
c32016	chela	noun
c32017	negation	noun
c32018	aspersion	noun
c32019	envelop	verb
c32020	cast aspersions	verb
c32021	desideratum	noun
c32022	greenwash	noun
c32023	tuk-tuk	noun
c32024	benchmark	noun
c32025	minefield	noun
c32026	herbarium	noun
c32027	test tube	noun
c32028	test tube baby	noun
c32029	tetra	noun
c32030	south american	adj
c32031	south american	noun
c32032	deceiver	noun
c32033	karen	
c32034	karen	noun
c32035	passer-by	noun
c32036	amphibole	noun
c32037	hornblende	noun
c32038	systems analyst	noun
c32039	palomino	noun
c32040	untoward	adj
c32041	carpel	noun
c32042	carpentry	noun
c32043	bonk	verb
c32044	bonk	noun
c32045	bowleg	noun
c32046	bow-legged	adj
c32047	baseball mitt	noun
c32048	systems analysis	noun
c32049	martingale	noun
c32050	exedra	noun
c32051	dressage	noun
c32052	matriculate	verb
c32053	webbing	noun
c32054	virtual private network	noun
c32055	first base	noun
c32056	second base	noun
c32057	third base	noun
c32058	fiver	noun
c32059	lari	noun
c32060	tetris	
c32061	tetromino	noun
c32062	polyomino	noun
c32063	textual	adj
c32064	plutocracy	noun
c32065	thallus	noun
c32066	thallophyte	noun
c32067	thankfulness	noun
c32068	tromino	noun
c32069	slump	verb
c32070	slump	noun
c32071	posterity	noun
c32072	agitprop	noun
c32073	airliner	noun
c32074	thankless	adj
c32075	thanksgiving	
c32076	thanksgiving	noun
c32077	thaumaturge	noun
c32078	thaumaturgy	noun
c32079	wizardry	noun
c32080	theatrically	adv
c32081	theocrat	noun
c32082	stalker	noun
c32083	pernickety	adj
c32084	groupthink	noun
c32085	botnet	noun
c32086	parlor	noun
c32087	carer	noun
c32088	black and white	noun
c32089	tetrarchy	noun
c32090	geographic information system	noun
c32091	business plan	noun
c32092	keep an eye out	verb
c32093	inception	noun
c32094	restless	adj
c32095	sprinkle	verb
c32096	sprinkle	noun
c32097	disappointment	noun
c32098	stick it out	verb
c32099	disenfranchised	adj
c32100	disconcerting	adj
c32101	recto	noun
c32102	verso	noun
c32103	ferrous	adj
c32104	higgs boson	noun
c32105	deuteron	noun
c32106	triton	noun
c32107	triton	
c32108	impediment	noun
c32109	on strike	adj
c32110	striker	noun
c32111	pawl	noun
c32112	skateboard	verb
c32113	misguided	adj
c32114	maoism	noun
c32115	psychotherapy	noun
c32116	richter	
c32117	richter scale	
c32118	logarithmic	adj
c32119	pillar	noun
c32120	pungent	adj
c32121	stanza	noun
c32122	playboy	noun
c32123	invoke	verb
c32124	propellant	noun
c32125	hispanicism	noun
c32126	overloaded	adj
c32127	reestablish	verb
c32128	bulverism	noun
c32129	essayist	noun
c32130	trapezoidal	adj
c32131	spill the beans	verb
c32132	imperfection	noun
c32133	dubrovnik	
c32134	solidus	noun
c32135	never again	adv
c32136	scrubs	noun
c32137	phase diagram	noun
c32138	proverbial	adj
c32139	peace process	noun
c32140	peer-to-peer	adj
c32141	post-traumatic stress disorder	noun
c32142	silver jubilee	noun
c32143	prenuptial agreement	noun
c32144	profiling	noun
c32145	pull-down	noun
c32146	pull down	verb
c32147	push the envelope	verb
c32148	quad bike	noun
c32149	off-road	adj
c32150	isomorphism	noun
c32151	collegial	adj
c32152	centenary	adj
c32153	phantom limb	noun
c32154	nanny state	noun
c32155	small arms	noun
c32156	anilingus	noun
c32157	intentionalism	noun
c32158	effluent	noun
c32159	tetrahedral	adj
c32160	above average	
c32161	abrasive disc	noun
c32162	passed ball	noun
c32163	sadness	noun
c32164	norse	adj
c32165	norse	noun
c32166	filling	adj
c32167	filling	noun
c32168	balcony	noun
c32169	authoritarianism	noun
c32170	green light	noun
c32171	front door	noun
c32172	back door	noun
c32173	back door	verb
c32174	graphomania	noun
c32175	zymase	noun
c32176	zygotic	adj
c32177	zwitterion	noun
c32178	zwinglian	adj
c32179	zwinglian	noun
c32180	zoroastrianism	
c32181	zoroastrian	noun
c32182	zoroastrian	adj
c32183	mediocrity	noun
c32184	zoophyte	noun
c32185	zoologically	adv
c32186	zoogeography	noun
c32187	part-timer	noun
c32188	part-time	adj
c32189	partnership	noun
c32190	protected area	noun
c32191	monosemy	noun
c32192	tadpole shrimp	noun
c32193	worrisome	adj
c32194	ebro	
c32195	theorbo	noun
c32196	theorematic	adj
c32197	theoretic	adj
c32198	trifle	noun
c32199	trifle	verb
c32200	theoretically	adv
c32201	mole cricket	noun
c32202	theorist	noun
c32203	theoretician	noun
c32204	theorize	verb
c32205	house cricket	noun
c32206	theosophy	noun
c32207	theosophic	adj
c32208	pop-up	noun
c32209	theosophist	noun
c32210	thereabout	adv
c32211	shortstop	noun
c32212	consequential	adj
c32213	cry over spilt milk	verb
c32214	first baseman	noun
c32215	second baseman	noun
c32216	third baseman	noun
c32217	allegorically	adv
c32218	caracalla	
c32219	chemicals	noun
c32220	automatism	noun
c32221	molecular genetics	noun
c32222	butterfly fish	noun
c32223	aegean sea	
c32224	prosecute	verb
c32225	winsome	adj
c32226	daybreak	noun
c32227	carob	noun
c32228	magnetic resonance imaging	noun
c32229	chocoholic	noun
c32230	chocolate chip	noun
c32231	access code	noun
c32232	house mouse	noun
c32233	nose flute	noun
c32234	ab initio	adv
c32235	tortfeasor	noun
c32236	housewarming	noun
c32237	strident	adj
c32238	disjointed	adj
c32239	sweetness	noun
c32240	incongruous	adj
c32241	flowering	noun
c32242	flattering	adj
c32243	scorned	adj
c32244	relict	noun
c32245	in full swing	
c32246	discontinued	adj
c32247	exasperate	verb
c32248	run off	verb
c32249	blender	noun
c32250	mixer	noun
c32251	zoning	noun
c32252	zodiacal	adj
c32253	zip code	noun
c32254	reprobate	adj
c32255	reprobate	noun
c32256	reprobate	verb
c32257	touchy	adj
c32258	ossified	adj
c32259	intrusive	adj
c32260	certainty	noun
c32261	successive	adj
c32262	slaw	noun
c32263	great grey shrike	noun
c32264	brocard	noun
c32265	seisin	noun
c32266	seashore	noun
c32267	foreshore	noun
c32268	blockquote	noun
c32269	terabyte	noun
c32270	tebibyte	noun
c32271	like the back end of a bus	
c32272	weirdo	noun
c32273	tupperware party	noun
c32274	microphone	noun
c32275	hard drive	noun
c32276	bowling alley	noun
c32277	flash drive	noun
c32278	inquest	noun
c32279	insider	noun
c32280	jaywalk	verb
c32281	joyride	noun
c32282	joyride	verb
c32283	judicial	adj
c32284	mens rea	noun
c32285	smokefall	noun
c32286	inflexible	adj
c32287	inquisition	
c32288	post mortem	adv
c32289	post mortem	noun
c32290	zing	noun
c32291	zine	noun
c32292	nuclear magnetic resonance	noun
c32293	radio wave	noun
c32294	nmr spectroscopy	noun
c32295	resonance	noun
c32296	amplitude	noun
c32297	neighbourly	adj
c32298	revisionism	noun
c32299	corkscrew	noun
c32300	corkscrew	adj
c32301	talmud	
c32302	stalinism	noun
c32303	ibook	noun
c32304	sciatica	noun
c32305	floppy drive	noun
c32306	unintentional	adj
c32307	spring onion	noun
c32308	shallot	noun
c32309	shrivel	verb
c32310	totem pole	noun
c32311	persona non grata	noun
c32312	uranian	adj
c32313	uranian	noun
c32314	stagnant	adj
c32315	helicopter parent	noun
c32316	curfew	noun
c32317	docket	noun
c32318	counterclaim	noun
c32319	bona fide	adj
c32320	polyphyletic	adj
c32321	lamella	noun
c32322	anadiplosis	noun
c32323	hiker	noun
c32324	chilblain	noun
c32325	minuend	noun
c32326	subtrahend	noun
c32327	semi-norm	noun
c32328	triangle inequality	
c32329	synchrotron	noun
c32330	complex analysis	noun
c32331	frame of reference	noun
c32332	megadeath	noun
c32333	unit of measure	noun
c32334	onomastic	adj
c32335	onomastician	noun
c32336	luster	noun
c32337	luster	verb
c32338	bedridden	adj
c32339	geodetic	adj
c32340	in the long run	
c32341	mach's principle	
c32342	planer	noun
c32343	satirically	adv
c32344	rhyolite	noun
c32345	quantum gravity	noun
c32346	haven	noun
c32347	profundity	noun
c32348	amplifier	noun
c32349	comparator	noun
c32350	conductance	noun
c32351	conductivity	noun
c32352	impedance	noun
c32353	isolator	noun
c32354	resistivity	noun
c32355	short circuit	noun
c32356	short circuit	verb
c32357	logic analyzer	noun
c32358	microprocessor	noun
c32359	multimeter	noun
c32360	deadbeat	noun
c32361	printed circuit board	noun
c32362	reactance	noun
c32363	thyristor	noun
c32364	varistor	noun
c32365	extemporize	verb
c32366	homeland	noun
c32367	artwork	noun
c32368	diphtheria	noun
c32369	daiquiri	noun
c32370	respiratory tract	noun
c32371	alveolus	noun
c32372	boer	noun
c32373	bracelet	noun
c32374	urologist	noun
c32375	constrict	verb
c32376	seasoned	adj
c32377	maltreat	verb
c32378	baleful	adj
c32379	supercontinent	noun
c32380	irregularity	noun
c32381	mis-	
c32382	scared	adj
c32383	scarred	adj
c32384	inheritance	noun
c32385	miso	noun
c32386	bonnet	noun
c32387	sclera	noun
c32388	vagus nerve	noun
c32389	sprawl	verb
c32390	sprawl	noun
c32391	urban sprawl	noun
c32392	reshuffle	verb
c32393	reshuffle	noun
c32394	martial law	noun
c32395	recreation	noun
c32396	indifference	noun
c32397	courtyard	noun
c32398	cranial nerve	noun
c32399	cerebellum	noun
c32400	distance learning	noun
c32401	artificial anus	noun
c32402	summer school	noun
c32403	lemon juice	noun
c32404	condensate	noun
c32405	assiduously	adv
c32406	steaming	noun
c32407	steaming	adj
c32408	annelid	noun
c32409	hosting	noun
c32410	serrated	adj
c32411	beckon	verb
c32412	slattern	noun
c32413	aphoristic	adj
c32414	encounter	verb
c32415	encounter	noun
c32416	groovy	adj
c32417	over-	
c32418	friendliness	noun
c32419	indictment	noun
c32420	indemnity	noun
c32421	tight end	noun
c32422	magistrate	noun
c32423	allodial	adj
c32424	encumbrance	noun
c32425	state capital	noun
c32426	split end	noun
c32427	astigmatism	noun
c32428	sniffer plane	noun
c32429	gibbous	adj
c32430	emmetropia	noun
c32431	fibre optics	noun
c32432	narnia	
c32433	garner	verb
c32434	optical fibre	noun
c32435	pussy-cat	noun
c32436	roller	noun
c32437	run out	verb
c32438	run up	verb
c32439	swat	verb
c32440	swat	noun
c32441	bitterness	noun
c32442	ceremonial	adj
c32443	ceremonial	noun
c32444	haemophilia	noun
c32445	dyspepsia	noun
c32446	vanishing point	noun
c32447	sensory	adj
c32448	extrasensory	adj
c32449	extrasensory perception	noun
c32450	retrocognition	noun
c32451	inadvertently	adv
c32452	indigence	noun
c32453	indeterminate	adj
c32454	indeterminate	noun
c32455	incongruity	noun
c32456	implode	verb
c32457	implacable	adj
c32458	imperturbable	adj
c32459	impermeable	adj
c32460	judicious	adj
c32461	internecine	adj
c32462	lamprey	noun
c32463	pay-as-you-go	noun
c32464	ride the pine	verb
c32465	vintner	noun
c32466	autoclave	noun
c32467	autocross	noun
c32468	fanfic	verb
c32469	sleight of hand	noun
c32470	commie	noun
c32471	tightly	adv
c32472	restitution	noun
c32473	lobotomy	noun
c32474	perfect pitch	noun
