# lang=en
free	unfree
downcurrent	upcurrent
unreadableness	decipherability
unreadableness	readableness
unreadableness	readability
unreadableness	scrutability
unreadableness	legibility
deruralisation	ruralisation
deruralization	ruralization
ailurophilic	ailurophobic
unmarketability	marketability
unmarketability	salability
unmarketability	sellability
unmarketability	vendibility
Remainiac	Brexiter
Remainiac	Brexiteer
the fewer the better fare	the more the merrier
clear as day	clear as mud
brown stew	white stew
long-livedness	short-livedness
superpackage	subpackage
unreadied	on guard
unreadied	ready
unreadied	prepared
regulationist	deregulationist
micro-location	macrolocation
partnerial	adversarial
no-lose	no-win
multiplism	singularism
heterosex	homosex
hyperallometric	hypoallometric
homodontism	heterodontism
heterodontism	homodontism
introitive	extroitive
contrast radiography	plain radiography
endophagic	exophagic
deinstrumentalize	instrumentalize
de-bourgeoisify	bourgeoisify
Loyalist	Patriot
Loyalist	Whig
Loyalist	republican
protophobic	protophilic
Brexiter	Remainiac
forestroke	afterstroke
sexualizer	desexualizer
top pair	bottom pair
bottom pair	top pair
polycropping	monocropping
plain radiography	contrast radiography
memoryful	memoryless
oligogyny	oligandry
monodomy	polydomy
polydomy	monodomy
contingentism	necessitism
endoactive	exoactive
exoactive	endoactive
thelygeny	arrhenogeny
arrhenogeny	thelygeny
comedist	tragedian
comedist	tragedist
tragedist	comedist
verlig	verkramp
verligte	verkrampte
in public	in private
microspheric	megalospheric
megalospheric	microspheric
LAG	TAG
desexualizer	sexualizer
euryvalent	stenovalent
hyperferricemia	hypoferremia
forelight	afterlight
forelife	afterlife
superclausal	subclausal
magicful	magicless
foreshift	backshift
macrophallus	micropenis
megalophallus	micropenis
megalopenis	micropenis
jokeful	jokeless
seṭ	aniṭ
aniṭ	seṭ
inoppugnable	disputable
inoppugnable	dubious
inoppugnable	questionable
good old days	bad old days
semiwet	semidry
semidumb	semismart
semismart	semidumb
semismart	semistupid
semimean	seminice
seminice	semimean
hyperploidy	hypoploidy
gayful	gayless
gold star mother	blue star mother
infantophobia	infantophilia
infantophobe	infantophile
translocatable	untranslocatable
untranslocatable	translocatable
foretype	aftertype
miss the memo	get the memo
nonsyncopal	syncopal
hyponymously	hypernymously
hyponymously	hypernymically
microsmatic	macrosmatic
earlycomer	latecomer
de-energize	energize
Anglophobic	Anglophilic
diurnality	nocturnality
overinsurance	uninsurance
overinsurance	underinsurance
inner trigram	outer trigram
outer trigram	inner trigram
valley fold	mountain fold
mountain fold	valley fold
uptitration	downtitration
kreophagist	akreophagist
kreophagist	vegetarian
compearance	noncompearance
unhospitableness	hospitableness
unhospitality	hospitality
unhospitably	hospitably
anti-Jewish	pro-Jewish
photoinsensitive	photosensitive
sortedness	unsortedness
lax vowel	tense vowel
tense vowel	lax vowel
frowny face	smiley
frowny face	smiley face
California minute	New York minute
Hellenophobe	Hellenophile
hintable	unhintable
miss off	include
make one's bow	take a bow
buggable	unbuggable
right-on	politically incorrect
spiceful	spiceless
spiceful	bland
indirect election	direct election
direct election	indirect election
dirty power	clean power
dirty power	clean electricity
clean power	dirty power
risk-off	risk-on
risk-on	risk-off
foretale	aftertale
foretale	Thesaurus:afterword
eutocic	dystocic
ill-directed	well-directed
intraaxial	extraaxial
uptitrate	downtitrate
transinteraction	cisinteraction
cisinteraction	transinteraction
Remainer	Brexiter
Remainer	Brexiteer
omnimalevolent	omnibenevolent
immovable property	movable property
movable property	immovable property
my Lady	my Lord
my Lady	milord
my Lady	m'lud
my Lady	m'lord
vicinally	geminally
moderacy	immoderacy
Brobdingnagian vision	Lilliputian vision
Lilliputian vision	Brobdingnagian vision
static language	dynamic language
dynamic language	static language
class-based language	prototype-based language
small game	big game
adultish	Thesaurus:childish
adultish	childish
ungeographical	geographical
extrapunitive	intropunitive
overextraction	underextraction
outedge	inedge
inedge	outedge
bail in	bailout
be silent	speak
be silent	talk
weight-bearing	non-weight-bearing
thicc	smol
deep link	surface link
subceed	exceed
geniocracy	idiocracy
Leaver	Remainer
Leaver	Remainiac
Leaver	Europhile
extensive property	intensive property
intensive property	extensive property
Persophobia	Persophilia
dress shoe	athletic shoe
athletic shoe	dress shoe
geminally	vicinally
spontaneous fission	induced fission
character-based	graphic
character-based	graphical
closed adoption	open adoption
bad old days	good old days
informulable	formulable
foreglow	afterglow
overglow	underglow
nonoptionally	facultatively
pionful	pionless
ionophilic	ionophobic
microgranular	macrogranular
seasonalize	deseasonalize
tyrannist	anti-tyrannist
anti-tyrannist	tyrannist
good language	bad language
dark soliton	bright soliton
bright soliton	dark soliton
spacedrive	reaction engine
spacedrive	reaction drive
spacedrive	Newtonian drive
phaneranthous	aphananthous
two days after tomorrow	three days ago
onload	offload
exogeneity	endogeneity
prolately	oblately
overcoupling	undercoupling
undercoupling	overcoupling
exosomatic	endosomatic
unfulfill	fulfill
anti-misogyny	misogyny
ophiophile	ophiophobe
menseful	menseless
tackleable	untackleable
on this side of	beyond
bibliophobe	bibliophile
hanging indentation	first line indentation
hanging indentation	first-line indentation
dysnatremia	eunatremia
dysnatremia	normonatremia
dysnatremic	eunatremic
dysnatremic	normonatremic
presaccade	postsaccade
heterolingual	homolingual
homolingual	heterolingual
red piller	blue piller
on keel	off keel
off keel	on keel
hit the mark	miss the mark
doubtability	undoubtability
undoubtability	doubtability
autosemantic	synsemantic
xenna-	xenno-
may the Force not be with you	may the Force be with you
block grant	categorical grant
non-weight-bearing	weight-bearing
beta testing	alpha testing
foresound	aftersound
autocentric	allocentric
allocentrism	autocentrism
anothermal	katothermal
katothermal	anothermal
shutness	openness
rejoiceless	rejoiceful
equilobate	inequilobate
trosseno	doogheno
doogheno	trosseno
doogheno	dabeno
northpaw	southpaw
jurisdictionalism	clericalism
winnerhood	loserhood
hypofrontal	hyperfrontal
plurisexuality	monosexuality
rightern	leftern
leftern	rightern
fore-flood	ebb tide
damageful	damageless
hypopotassemia	hyperpotassemia
hyperpotassemia	hypopotassemia
physioneurosis	psychoneurosis
blunten	sharpen
posterorolandic	anterorolandic
anterorolandic	posterorolandic
oligodipsia	polydipsia
afterstroke	appoggiatura
synsemantic	autosemantic
aftername	forename
slave state	free state
weak typing	strong typing
enzyme-inducing medication	enzyme-inhibiting medication
enzyme-inhibiting medication	enzyme-inducing medication
deregulationist	regulationist
paraphile	normophile
uninitialled	initialled
shear-thinning	shear-thickening
shear-thickening	shear-thinning
Persophilia	Persophobia
last-time	first-time
counterphase	synphase
synphase	counterphase
inshell	shelled
do ill	benefit
do ill	do
do ill	[[do]] [[good#Noun
changingness	fixedness
changingness	fixity
changingness	immutability
alkaloses	acidoses#Noun
appearances are deceptive	fine feathers make fine birds
brave as a lion	timid as a mouse
grimeless	dirty
grimeless	grimy
lose one's balance	keep one's balance
make heavy weather	make light work of
ring down the curtain	ring up the curtain
ring down the curtain	start
on the mark	off the mark
on the mark	wide of the mark
cataphasis	apophasis
tumah	taharah
taharah	najasah
in-state	out-of-state
unevident	Thesaurus:obvious
quadratic residue	quadratic nonresidue
elastic collision	collision
elastic collision	[[inelastic]] [[collision]]
elastic collision	inelastic
Russophilic	Russophobic
nomogeny	thaumatogeny
thaumatogeny	nomogeny
sickular	bhakt
sickular	Sanatani
sickular	sanghi
bhakt	sickular
bhakt	librandu
bhakt	congi
bhakt	Macaulay's children
bhakt	virodhi
bhakt	andh virodhi
have-all	lack-all
have-all	have-nothing
have-all	have-not
Z"L	yimakh shemo
for the long haul	temporarily
for the long haul	for the time being
nomotreme	anomotreme
still with us	no longer with us
deflavorize	Thesaurus:flavorize
deflavorize	flavorize
richling	poorling
ostiolate	nonostiolate
persona grata	persona non grata
hepatofugal	hepatopetal
hepatopetal	hepatofugal
megapenis	micropenis
megaphallus	micropenis
long-sleeved	short-sleeved
dauntable	undauntable
Protestantize	de-Protestantize
Protestantize	un-Protestantize
heartlander	cosmopolitan
dyslogy	eulogy
wordful	wordless
Caulkhead	overner
check-out time	check-in time
unincreasable	irreducible
unincreasable	increasable
commiscible	incommiscible
meatful	meatless
Judeophilic	Judeophobic
solifugal	solipetal
solipetal	solifugal
geopetal	geofugal
geofugal	geopetal
anthumous	posthumous
anthumous	post mortem
counterclockwiseness	clockwiseness
flawful	flawless
forecoming	aftercoming
cold-natured	hot-natured
hot-natured	cold-natured
enantioasymmetric	enantiosymmetric
enantiosymmetric	enantioasymmetric
antirestrictionist	restrictionist
stereoirregular	stereoregular
anionoid	cationoid
cationoid	anionoid
Big Science	little science
directionful	directionless
go around the houses	come to the point
go around the houses	cut to the chase
go around the houses	get on with it
go around the houses	get to the point
deblouse	blouse
aphananthous	phaneranthous
epinecral	hyponecral
hyponecral	epinecral
stenobathic	eurybathic
Godsome	devilsome
opistho-	pro-
opistho-	ante-
opistho-	proso-
opistho-	emprostho-
antiplectic	symplectic
orthotonesis	enclisis
eunatremia	dysnatremia
eunatremia	hypernatremia
eunatremia	hyponatremia
eunatremic	hyponatremic
eunatremic	hypernatremic
eunatremic	dysnatremic
inaddible	addible
inaddibility	addibility
antetorsion	retrotorsion
retrotorsion	antetorsion
cephaline	acephaline
downhill skiing	cross-country skiing
downhill skier	cross-country skier
cross-country skier	downhill skier
rules are rules	rules are made to be broken
specific risk	systematic risk
specific risk	non-diversifiable risk
diversifiable risk	systematic risk
diversifiable risk	non-diversifiable risk
non-diversifiable risk	diversifiable risk
non-diversifiable risk	specific risk
non-diversifiable risk	unsystematic risk
forward bias	reverse bias
unchewably	chewably
unautomatable	automatable
left join	right join
right join	left join
left outer join	right outer join
right outer join	left outer join
chewably	unchewably
unchewability	chewability
migrationist	diffusionist
fall out of love	fall in love
mechanical mouse	optical mouse
underwhip	overwhip
way enough	give way
mid-pubescent	prepubescent
mid-pubescent	postpubescent
divitism	pauperism
posthodiernal	prehodiernal
underdeal	overdeal
chromatophilia	chromatophobia
chromatophobia	chromatophilia
underglorified	overglorified
antimiscegenist	miscegenist
interchromosomally	intrachromosomally
hyperdiploidy	hypodiploidy
off-trade	on-trade
on-trade	off-trade
intraganglionic	interganglionic
dysgnathic	eugnathic
h-dropping	aspirated ''h''
eutherapeutic	dystherapeutic
dystherapeutic	eutherapeutic
cardioacceleration	cardiodeceleration
hypoalbuminuria	hyperalbuminuria
eugnathic	dysgnathic
excyclovergence	incyclovergence
incyclovergence	excyclovergence
exocardiac	endocardiac
exterofective	interofective
frontstretch	backstretch
frontstretch	home stretch
frontstretch	homestretch
granny lane	fast lane
compile-time	run-time
ergolytic	ergogenic
enteroreceptor	exteroreceptor
exteroreceptor	enteroreceptor
obvelation	revelation
sursum-	deorsum-
deorsum-	sursum-
androchrome	gynochrome
gynochrome	androchrome
singularism	multiplism
macroheterogeneity	microheterogeneity
inner automorphism	outer automorphism
outer automorphism	inner automorphism
heterophyly	homophyly
pluribacillary	paucibacillary
a tad	a lot
homogeneous equilibrium	heterogeneous equilibrium
heterogeneous equilibrium	homogeneous equilibrium
homodirectional	heterodirectional
heterodirectional	homodirectional
heterotachy	homotachy
ephebocracy	gerontocracy
pushee	pusher
overindex	underindex
Ukrainophobe	Ukrainophile
undertransmitted	overtransmitted
extramaze	intramaze
intramaze	extramaze
hyperlobulated	hypolobulated
hypolobulated	hyperlobulated
suprapyramidal	infrapyramidal
nonacoptic	acoptic
acoptic	nonacoptic
cilioinhibitory	ciliostimulatory
ciliostimulatory	cilioinhibitory
exophagic	endophagic
homomolecular	heteromolecular
macromechanical	micromechanical
overferment	underferment
underferment	overferment
shakehand	penholder
deaf person	hearing
deaf person	person
excogitable	inexcogitable
redecraft	handcraft
homonucleotide	heteronucleotide
lack-life	lifelike
lack-life	naturalistic
lack-life	realistic
homotachy	heterotachy
young moon	old moon
tell-truth	Thesaurus:deceiver
homoionic	heteroionic
analogly	digitally
cast anchor	weigh anchor
adaxonal	abaxonal
noblebright	grimdark
heterococcolithophore	holococcolithophore
holococcolithophore	heterococcolithophore
inbond	outbond
outbond	inbond
ergonal	thermal
normocaloric	hypercaloric
normocaloric	hypocaloric
nonintrusionist	intrusionist
be bored	have fun
multivorous	univorous
thrillsville	dullsville
oversuit	undersuit
normonatremic	hypernatremic
normonatremic	hyponatremic
prezygotically	postzygotically
immunodestructive	immunoprotective
schizothecal	holothecal
holothecal	schizothecal
posterograde	anterograde
sinnable	unsinnable
heteronucleotide	homonucleotide
proalgesic	analgesic
hypersporulating	hyposporulating
sociopositive	socionegative
heterotelomeric	homotelomeric
homotelomeric	heterotelomeric
heterodiploid	homodiploid
hyperlobated	hypolobated
hypolobated	hyperlobated
hypoproteic	hyperproteic
epiphase	hypophase
hypophase	epiphase
normogenesis	anormogenesis
normogenesis	teratogenesis
holodimer	apodimer
orthonasal	retronasal
corticopetal	corticofugal
vironegative	viropositive
viropositive	vironegative
cytophobic	cytophilic
endorotation	exorotation
exorotation	endorotation
hyperviscous	hypoviscous
zero divisor	regular element
salutogenesis	pathogenesis
unendable	endable
subceded	superseded
find one's place	lose one's place
eurybiomic	stenobiomic
stenobiomic	eurybiomic
hyperallometry	hypoallometry
hypoallometric	hyperallometric
hypoallometry	hyperallometry
low-sided	high-sided
endoresection	exoresection
venoconstriction	venodilation#Noun
score draw	no-score draw
