# lang=ro
apus	, ,
sfârși	a
ascunde	a
clădire	,
întâiul	(ultima)
trăi	a
realitate	(rare)
miazăzi	,
miazănoapte	,
răsărit	, ,
blândețe	,
înnora	,
zăpăceală	,
dezbina	,
